Call_Date,Call_Time,province,district
19/09/2014,15:01:19,WEST,WESTERN URBAN
19/09/2014,15:01:29,WEST,WESTERN URBAN
19/09/2014,15:04:30,WEST,WESTERN RURAL
19/09/2014,15:04:51,NORTH,PORT LOKO
19/09/2014,15:04:54,EAST,KENEMA
19/09/2014,15:06:10,WEST,WESTERN URBAN
19/09/2014,15:06:52,NORTH,BOMBALI
19/09/2014,15:07:40,WEST,WESTERN URBAN
19/09/2014,15:08:33,NORTH,PORT LOKO
19/09/2014,15:09:16,NORTH,PORT LOKO
19/09/2014,15:09:52,WEST,WESTERN URBAN
19/09/2014,15:10:30,WEST,WESTERN URBAN
19/09/2014,15:10:35,WEST,WESTERN URBAN
19/09/2014,15:10:52,WEST,WESTERN RURAL
19/09/2014,15:11:05,WEST,WESTERN URBAN
19/09/2014,15:11:19,NORTH,BOMBALI
19/09/2014,15:12:02,EAST,KENEMA
19/09/2014,15:12:19,EAST,KAILAHUN
19/09/2014,15:13:37,EAST,KONO
19/09/2014,15:14:27,WEST,WESTERN URBAN
19/09/2014,15:16:32,NORTH,TONKOLILI
19/09/2014,15:16:35,NORTH,PORT LOKO
19/09/2014,15:16:48,NORTH,PORT LOKO
19/09/2014,15:18:18,NORTH,BOMBALI
19/09/2014,15:18:27,SOUTH,MOYAMBA
19/09/2014,15:19:27,WEST,WESTERN URBAN
19/09/2014,15:20:13,WEST,WESTERN URBAN
19/09/2014,15:20:17,WEST,WESTERN URBAN
19/09/2014,15:20:39,WEST,WESTERN URBAN
19/09/2014,15:20:50,NORTH,PORT LOKO
19/09/2014,15:21:18,NORTH,PORT LOKO
19/09/2014,15:21:20,WEST,WESTERN URBAN
19/09/2014,15:22:57,WEST,WESTERN RURAL
19/09/2014,15:23:03,WEST,WESTERN URBAN
19/09/2014,15:23:44,NORTH,KAMBIA
19/09/2014,15:24:05,NORTH,KAMBIA
19/09/2014,15:25:02,SOUTH,MOYAMBA
19/09/2014,15:25:03,SOUTH,BO
19/09/2014,15:25:41,WEST,WESTERN RURAL
19/09/2014,15:26:00,EAST,KENEMA
19/09/2014,15:26:23,NORTH,PORT LOKO
19/09/2014,15:26:27,EAST,KONO
19/09/2014,15:27:11,WEST,WESTERN URBAN
19/09/2014,15:30:33,WEST,WESTERN URBAN
19/09/2014,15:30:35,EAST,KONO
19/09/2014,15:32:11,WEST,WESTERN URBAN
19/09/2014,15:32:31,WEST,WESTERN URBAN
"FATIGUE,",NULL,,
19/09/2014,15:33:27,WEST,WESTERN URBAN
19/09/2014,15:34:07,EAST,KAILAHUN
19/09/2014,15:35:01,EAST,KENEMA
19/09/2014,15:35:50,WEST,WESTERN URBAN
19/09/2014,15:36:22,SOUTH,BO
19/09/2014,15:36:29,WEST,WESTERN URBAN
19/09/2014,15:36:44,EAST,KENEMA
19/09/2014,15:37:38,WEST,WESTERN RURAL
19/09/2014,15:37:42,WEST,WESTERN URBAN
19/09/2014,15:37:56,WEST,WESTERN URBAN
19/09/2014,15:38:09,WEST,WESTERN URBAN
19/09/2014,15:38:34,WEST,WESTERN RURAL
19/09/2014,15:38:35,NORTH,TONKOLILI
19/09/2014,15:40:10,WEST,WESTERN URBAN
19/09/2014,15:40:18,WEST,WESTERN URBAN
19/09/2014,15:40:25,EAST,KONO
19/09/2014,15:40:32,WEST,WESTERN URBAN
19/09/2014,15:41:40,EAST,KENEMA
19/09/2014,15:41:43,NORTH,PORT LOKO
19/09/2014,15:42:28,EAST,KONO
19/09/2014,15:42:39,WEST,WESTERN URBAN
19/09/2014,15:43:22,EAST,KAILAHUN
19/09/2014,15:43:26,EAST,KENEMA
19/09/2014,15:43:42,WEST,WESTERN URBAN
19/09/2014,15:44:09,WEST,WESTERN URBAN
19/09/2014,15:45:25,NORTH,KAMBIA
19/09/2014,15:45:35,WEST,WESTERN URBAN
19/09/2014,15:45:44,WEST,WESTERN URBAN
19/09/2014,15:46:52,EAST,KENEMA
19/09/2014,15:47:09,WEST,WESTERN URBAN
19/09/2014,15:48:01,NORTH,KOINADUGU
19/09/2014,15:48:40,NORTH,KOINADUGU
19/09/2014,15:49:19,WEST,WESTERN RURAL
19/09/2014,15:49:21,SOUTH,BO
19/09/2014,15:51:25,WEST,WESTERN URBAN
19/09/2014,15:51:41,WEST,WESTERN URBAN
19/09/2014,15:51:51,EAST,KENEMA
19/09/2014,15:52:45,EAST,KENEMA
THE DEATH HAS OCCURE THREE DAYS NOW AND THERE IS NO BURIAL TEAM TO COLLECT THE BODIES.,FOLLOW UP COMPLETE,,
19/09/2014,15:53:20,NORTH,PORT LOKO
19/09/2014,15:54:27,NORTH,BOMBALI
19/09/2014,15:54:59,WEST,WESTERN URBAN
19/09/2014,15:56:44,NORTH,PORT LOKO
19/09/2014,15:57:08,WEST,WESTERN URBAN
19/09/2014,15:57:51,NORTH,BOMBALI
19/09/2014,15:59:08,NORTH,BOMBALI
19/09/2014,16:02:03,WEST,WESTERN URBAN
19/09/2014,16:02:08,EAST,KONO
19/09/2014,16:03:26,WEST,WESTERN URBAN
19/09/2014,16:04:32,WEST,WESTERN RURAL
19/09/2014,16:04:45,WEST,WESTERN RURAL
19/09/2014,16:05:28,WEST,WESTERN URBAN
19/09/2014,16:05:41,WEST,WESTERN URBAN
19/09/2014,16:06:01,WEST,WESTERN URBAN
19/09/2014,16:06:31,EAST,KONO
19/09/2014,16:07:02,EAST,KAILAHUN
19/09/2014,16:07:05,NORTH,PORT LOKO
19/09/2014,16:07:25,WEST,WESTERN RURAL
19/09/2014,16:08:06,EAST,KAILAHUN
19/09/2014,16:09:03,NORTH,BOMBALI
19/09/2014,16:10:24,WEST,WESTERN URBAN
19/09/2014,16:10:31,NORTH,KOINADUGU
19/09/2014,16:11:20,EAST,KONO
19/09/2014,16:11:41,SOUTH,MOYAMBA
19/09/2014,16:11:49,NORTH,KOINADUGU
19/09/2014,16:12:00,WEST,WESTERN RURAL
19/09/2014,16:12:43,WEST,WESTERN URBAN
19/09/2014,16:12:45,NORTH,PORT LOKO
19/09/2014,16:13:40,WEST,WESTERN URBAN
19/09/2014,16:14:07,NORTH,BOMBALI
19/09/2014,16:19:32,EAST,KENEMA
19/09/2014,16:19:46,EAST,KONO
19/09/2014,16:20:04,NORTH,BOMBALI
19/09/2014,16:21:05,SOUTH,BO
19/09/2014,16:22:34,EAST,KONO
19/09/2014,16:23:01,WEST,WESTERN URBAN
19/09/2014,16:24:21,EAST,KENEMA
19/09/2014,16:25:30,WEST,WESTERN RURAL
19/09/2014,16:25:49,WEST,WESTERN URBAN
19/09/2014,16:25:50,NORTH,BOMBALI
IS  VERY  WEAK. LIKE WISE MR. SULAYMAN  IS    VERY WEAK- COMPLAINING OF HIGH  FEVER-LOSS OF  APPETITE- AND NAUSEA  FEELINGS.,FOLLOW UP COMPLETE,,
19/09/2014,16:25:59,WEST,WESTERN URBAN
19/09/2014,16:26:59,WEST,WESTERN URBAN
19/09/2014,16:27:05,SOUTH,BONTHE
19/09/2014,16:27:07,EAST,KENEMA
19/09/2014,16:27:12,WEST,WESTERN URBAN
19/09/2014,16:28:28,WEST,WESTERN URBAN
19/09/2014,16:28:40,EAST,KONO
19/09/2014,16:30:29,NORTH,PORT LOKO
19/09/2014,16:31:06,SOUTH,BO
19/09/2014,16:33:43,WEST,WESTERN RURAL
19/09/2014,16:33:48,NORTH,PORT LOKO
19/09/2014,16:33:57,EAST,KENEMA
19/09/2014,16:35:31,NORTH,KOINADUGU
19/09/2014,16:36:45,SOUTH,BO
19/09/2014,16:36:54,WEST,WESTERN RURAL
19/09/2014,16:37:00,EAST,KENEMA
19/09/2014,16:38:14,WEST,WESTERN URBAN
19/09/2014,16:38:24,EAST,KONO
19/09/2014,16:39:03,SOUTH,MOYAMBA
19/09/2014,16:40:01,NORTH,PORT LOKO
19/09/2014,16:40:14,WEST,WESTERN URBAN
19/09/2014,16:41:02,SOUTH,BO
19/09/2014,16:41:53,WEST,WESTERN RURAL
19/09/2014,16:42:53,EAST,KONO
19/09/2014,16:43:05,SOUTH,BONTHE
19/09/2014,16:43:11,WEST,WESTERN URBAN
19/09/2014,16:44:18,WEST,WESTERN URBAN
19/09/2014,16:45:08,EAST,KENEMA
19/09/2014,16:46:41,SOUTH,BO
19/09/2014,16:46:50,WEST,WESTERN RURAL
19/09/2014,16:46:52,WEST,WESTERN URBAN
19/09/2014,16:47:28,EAST,KENEMA
19/09/2014,16:48:09,WEST,WESTERN RURAL
19/09/2014,16:48:34,WEST,WESTERN URBAN
19/09/2014,16:49:07,WEST,WESTERN URBAN
19/09/2014,16:49:15,EAST,KENEMA
19/09/2014,16:50:43,WEST,WESTERN RURAL
19/09/2014,16:50:44,WEST,WESTERN RURAL
19/09/2014,16:51:06,WEST,WESTERN RURAL
19/09/2014,16:51:41,WEST,WESTERN URBAN
,,,
3 PEOPLE IN THE FAMILY HAVE DIED BEFORE THE NEIGBORS HAVNT GOTTEN ANY FOLLOW UP AND THEY ARE AFRAID,NULL,,
19/09/2014,16:51:57,NORTH,BOMBALI
19/09/2014,16:52:23,WEST,WESTERN URBAN
19/09/2014,16:53:06,WEST,WESTERN URBAN
19/09/2014,16:53:16,WEST,WESTERN URBAN
19/09/2014,16:53:28,WEST,WESTERN URBAN
19/09/2014,16:54:44,WEST,WESTERN URBAN
19/09/2014,16:55:26,SOUTH,BO
HIGH FEVER,FOLLOW UP COMPLETE,,
19/09/2014,16:56:38,EAST,KONO
19/09/2014,16:58:08,EAST,KENEMA
19/09/2014,16:58:44,NORTH,KAMBIA
19/09/2014,16:59:24,EAST,KONO
19/09/2014,16:59:51,WEST,WESTERN URBAN
19/09/2014,17:01:24,SOUTH,MOYAMBA
19/09/2014,17:02:15,SOUTH,BO
19/09/2014,17:04:14,WEST,WESTERN RURAL
19/09/2014,17:04:59,NORTH,KAMBIA
19/09/2014,17:05:33,SOUTH,BO
19/09/2014,17:05:37,NORTH,PORT LOKO
19/09/2014,17:05:44,WEST,WESTERN RURAL
19/09/2014,17:06:04,NORTH,KOINADUGU
19/09/2014,17:08:21,WEST,WESTERN URBAN
19/09/2014,17:09:52,NORTH,KOINADUGU
19/09/2014,17:11:38,NORTH,PORT LOKO
19/09/2014,17:11:46,NORTH,PORT LOKO
19/09/2014,17:11:59,WEST,WESTERN URBAN
19/09/2014,17:12:53,WEST,WESTERN URBAN
19/09/2014,17:13:05,WEST,WESTERN URBAN
19/09/2014,17:14:17,NORTH,KOINADUGU
19/09/2014,17:14:33,EAST,KONO
19/09/2014,17:14:56,WEST,WESTERN RURAL
19/09/2014,17:18:38,WEST,WESTERN URBAN
19/09/2014,17:19:50,NORTH,BOMBALI
19/09/2014,17:20:12,WEST,WESTERN URBAN
19/09/2014,17:20:14,WEST,WESTERN RURAL
19/09/2014,17:20:20,EAST,KENEMA
19/09/2014,17:20:35,WEST,WESTERN RURAL
19/09/2014,17:20:41,EAST,KENEMA
19/09/2014,17:21:47,WEST,WESTERN URBAN
19/09/2014,17:21:48,WEST,WESTERN URBAN
19/09/2014,17:23:21,WEST,WESTERN URBAN
19/09/2014,17:23:43,WEST,WESTERN URBAN
19/09/2014,17:25:08,WEST,WESTERN URBAN
19/09/2014,17:26:22,WEST,WESTERN RURAL
19/09/2014,17:26:57,WEST,WESTERN URBAN
19/09/2014,17:27:00,WEST,WESTERN URBAN
19/09/2014,17:27:39,WEST,WESTERN RURAL
19/09/2014,17:28:30,WEST,WESTERN URBAN
19/09/2014,17:29:43,SOUTH,BO
19/09/2014,17:30:42,WEST,WESTERN URBAN
19/09/2014,17:30:43,WEST,WESTERN RURAL
19/09/2014,17:30:52,WEST,WESTERN URBAN
19/09/2014,17:31:14,NORTH,KOINADUGU
19/09/2014,17:31:36,WEST,WESTERN URBAN
19/09/2014,17:31:41,WEST,WESTERN URBAN
19/09/2014,17:31:49,WEST,WESTERN URBAN
19/09/2014,17:31:54,WEST,WESTERN RURAL
19/09/2014,17:32:02,WEST,WESTERN URBAN
19/09/2014,17:32:20,WEST,WESTERN URBAN
19/09/2014,17:32:24,EAST,KENEMA
19/09/2014,17:32:29,NORTH,KOINADUGU
19/09/2014,17:34:15,WEST,WESTERN URBAN
19/09/2014,17:35:05,EAST,KENEMA
19/09/2014,17:35:40,WEST,WESTERN URBAN
19/09/2014,17:36:14,EAST,KAILAHUN
19/09/2014,17:37:11,WEST,WESTERN URBAN
19/09/2014,17:37:44,NORTH,BOMBALI
19/09/2014,17:37:54,WEST,WESTERN URBAN
19/09/2014,17:38:14,EAST,KENEMA
19/09/2014,17:38:59,WEST,WESTERN URBAN
19/09/2014,17:39:22,WEST,WESTERN RURAL
19/09/2014,17:40:13,WEST,WESTERN URBAN
19/09/2014,17:40:16,SOUTH,MOYAMBA
19/09/2014,17:40:24,NORTH,PORT LOKO
19/09/2014,17:40:55,SOUTH,BO
19/09/2014,17:40:57,NORTH,PORT LOKO
19/09/2014,17:41:12,WEST,WESTERN URBAN
19/09/2014,17:41:19,WEST,WESTERN RURAL
19/09/2014,17:41:21,EAST,KENEMA
19/09/2014,17:41:34,WEST,WESTERN URBAN
19/09/2014,17:42:09,NORTH,PORT LOKO
19/09/2014,17:43:31,NORTH,KAMBIA
19/09/2014,17:44:50,NORTH,KOINADUGU
19/09/2014,17:46:06,SOUTH,MOYAMBA
19/09/2014,17:46:12,WEST,WESTERN URBAN
19/09/2014,17:48:38,WEST,WESTERN URBAN
19/09/2014,17:48:59,SOUTH,MOYAMBA
19/09/2014,17:49:03,WEST,WESTERN URBAN
19/09/2014,17:49:28,WEST,WESTERN RURAL
19/09/2014,17:49:29,WEST,WESTERN RURAL
19/09/2014,17:49:36,EAST,KENEMA
19/09/2014,17:50:02,SOUTH,BO
19/09/2014,17:52:01,EAST,KENEMA
19/09/2014,17:52:58,WEST,WESTERN URBAN
19/09/2014,17:55:05,EAST,KENEMA
19/09/2014,17:56:01,EAST,KENEMA
19/09/2014,17:57:15,WEST,WESTERN URBAN
19/09/2014,17:57:36,WEST,WESTERN URBAN
19/09/2014,17:57:38,WEST,WESTERN RURAL
19/09/2014,17:58:21,WEST,WESTERN URBAN
19/09/2014,17:58:24,WEST,WESTERN URBAN
19/09/2014,17:58:41,WEST,WESTERN URBAN
19/09/2014,17:58:54,WEST,WESTERN URBAN
19/09/2014,17:59:03,WEST,WESTERN RURAL
19/09/2014,17:59:30,WEST,WESTERN URBAN
19/09/2014,17:59:37,WEST,WESTERN URBAN
19/09/2014,18:00:02,WEST,WESTERN URBAN
19/09/2014,18:00:06,WEST,WESTERN URBAN
19/09/2014,18:00:14,WEST,WESTERN URBAN
19/09/2014,18:00:53,WEST,WESTERN RURAL
19/09/2014,18:04:01,WEST,WESTERN URBAN
19/09/2014,18:04:20,WEST,WESTERN URBAN
19/09/2014,18:04:42,SOUTH,BO
19/09/2014,18:07:08,WEST,WESTERN RURAL
19/09/2014,18:07:59,WEST,WESTERN URBAN
19/09/2014,18:08:07,NORTH,KOINADUGU
19/09/2014,18:09:13,WEST,WESTERN URBAN
19/09/2014,18:09:38,WEST,WESTERN URBAN
19/09/2014,18:09:55,WEST,WESTERN URBAN
19/09/2014,18:10:16,WEST,WESTERN RURAL
19/09/2014,18:10:42,NORTH,KOINADUGU
19/09/2014,18:10:48,WEST,WESTERN URBAN
19/09/2014,18:12:26,WEST,WESTERN URBAN
19/09/2014,18:13:19,NORTH,KOINADUGU
19/09/2014,18:13:47,WEST,WESTERN URBAN
19/09/2014,18:14:47,WEST,WESTERN URBAN
19/09/2014,18:16:03,WEST,WESTERN URBAN
19/09/2014,18:16:06,NORTH,KAMBIA
19/09/2014,18:16:15,WEST,WESTERN URBAN
19/09/2014,18:16:41,NORTH,TONKOLILI
19/09/2014,18:17:47,EAST,KONO
19/09/2014,18:18:06,WEST,WESTERN URBAN
19/09/2014,18:18:25,NORTH,PORT LOKO
19/09/2014,18:19:11,NORTH,PORT LOKO
19/09/2014,18:19:30,SOUTH,BO
19/09/2014,18:20:46,WEST,WESTERN URBAN
19/09/2014,18:20:49,WEST,WESTERN URBAN
19/09/2014,18:20:49,WEST,WESTERN RURAL
19/09/2014,18:21:27,WEST,WESTERN URBAN
19/09/2014,18:23:29,WEST,WESTERN URBAN
19/09/2014,18:24:43,NORTH,BOMBALI
19/09/2014,18:25:04,WEST,WESTERN RURAL
19/09/2014,18:25:05,WEST,WESTERN URBAN
19/09/2014,18:25:41,NORTH,KAMBIA
19/09/2014,18:25:50,NORTH,TONKOLILI
19/09/2014,18:27:30,WEST,WESTERN URBAN
19/09/2014,18:27:31,NORTH,KOINADUGU
19/09/2014,18:27:36,WEST,WESTERN URBAN
19/09/2014,18:28:07,WEST,WESTERN RURAL
19/09/2014,18:28:45,WEST,WESTERN URBAN
19/09/2014,18:29:36,WEST,WESTERN URBAN
19/09/2014,18:29:48,WEST,WESTERN URBAN
19/09/2014,18:30:02,WEST,WESTERN URBAN
19/09/2014,18:30:04,EAST,KENEMA
19/09/2014,18:30:05,NORTH,PORT LOKO
19/09/2014,18:30:52,NORTH,TONKOLILI
19/09/2014,18:31:43,WEST,WESTERN URBAN
19/09/2014,18:32:20,NORTH,BOMBALI
19/09/2014,18:32:29,WEST,WESTERN URBAN
19/09/2014,18:34:04,WEST,WESTERN URBAN
19/09/2014,18:34:23,NORTH,PORT LOKO
19/09/2014,18:34:43,WEST,WESTERN URBAN
19/09/2014,18:34:45,WEST,WESTERN URBAN
19/09/2014,18:35:26,WEST,WESTERN URBAN
19/09/2014,18:37:57,WEST,WESTERN URBAN
19/09/2014,18:39:50,WEST,WESTERN URBAN
19/09/2014,18:40:00,NORTH,BOMBALI
19/09/2014,18:41:10,EAST,KENEMA
19/09/2014,18:41:16,EAST,KENEMA
19/09/2014,18:42:13,WEST,WESTERN URBAN
19/09/2014,18:42:42,SOUTH,MOYAMBA
19/09/2014,18:42:45,WEST,WESTERN URBAN
19/09/2014,18:43:41,NORTH,BOMBALI
19/09/2014,18:44:03,WEST,WESTERN RURAL
19/09/2014,18:45:27,NORTH,PORT LOKO
19/09/2014,18:46:32,WEST,WESTERN RURAL
19/09/2014,18:46:33,SOUTH,BO
19/09/2014,18:46:55,EAST,KENEMA
19/09/2014,18:47:26,WEST,WESTERN RURAL
19/09/2014,18:48:35,NORTH,PORT LOKO
19/09/2014,18:50:34,WEST,WESTERN RURAL
19/09/2014,18:50:57,WEST,WESTERN URBAN
19/09/2014,18:51:54,WEST,WESTERN URBAN
19/09/2014,18:51:56,WEST,WESTERN URBAN
19/09/2014,18:53:08,NORTH,PORT LOKO
19/09/2014,18:53:12,NORTH,PORT LOKO
19/09/2014,18:55:51,WEST,WESTERN RURAL
19/09/2014,18:55:56,WEST,WESTERN URBAN
19/09/2014,18:56:11,NORTH,BOMBALI
19/09/2014,18:56:32,EAST,KONO
19/09/2014,18:57:08,WEST,WESTERN URBAN
19/09/2014,18:57:11,WEST,WESTERN URBAN
19/09/2014,18:57:57,NORTH,TONKOLILI
19/09/2014,18:58:04,WEST,WESTERN URBAN
19/09/2014,18:59:36,WEST,WESTERN URBAN
19/09/2014,18:59:45,EAST,KENEMA
19/09/2014,19:00:14,WEST,WESTERN RURAL
19/09/2014,19:00:21,NORTH,BOMBALI
19/09/2014,19:00:28,NORTH,KAMBIA
19/09/2014,19:00:48,WEST,WESTERN URBAN
19/09/2014,19:01:01,SOUTH,BO
19/09/2014,19:02:08,EAST,KENEMA
19/09/2014,19:02:55,SOUTH,BO
19/09/2014,19:03:36,NORTH,PORT LOKO
19/09/2014,19:05:00,WEST,WESTERN URBAN
19/09/2014,19:05:03,NORTH,PORT LOKO
19/09/2014,19:05:17,WEST,WESTERN URBAN
19/09/2014,19:05:31,WEST,WESTERN URBAN
19/09/2014,19:05:50,SOUTH,BO
19/09/2014,19:06:39,WEST,WESTERN URBAN
19/09/2014,19:07:40,WEST,WESTERN URBAN
19/09/2014,19:07:48,WEST,WESTERN URBAN
19/09/2014,19:08:11,EAST,KONO
19/09/2014,19:11:32,NORTH,BOMBALI
19/09/2014,19:13:33,WEST,WESTERN URBAN
19/09/2014,19:14:09,WEST,WESTERN URBAN
19/09/2014,19:15:13,WEST,WESTERN RURAL
19/09/2014,19:17:18,NORTH,KOINADUGU
19/09/2014,19:17:18,NORTH,TONKOLILI
19/09/2014,19:17:48,WEST,WESTERN URBAN
19/09/2014,19:17:50,WEST,WESTERN RURAL
19/09/2014,19:18:47,WEST,WESTERN RURAL
19/09/2014,19:19:59,WEST,WESTERN RURAL
19/09/2014,19:20:28,NORTH,PORT LOKO
19/09/2014,19:22:12,WEST,WESTERN URBAN
19/09/2014,19:22:24,WEST,WESTERN URBAN
19/09/2014,19:23:12,WEST,WESTERN URBAN
19/09/2014,19:25:09,NORTH,PORT LOKO
19/09/2014,19:25:20,NORTH,BOMBALI
19/09/2014,19:25:40,EAST,KAILAHUN
19/09/2014,19:25:43,WEST,WESTERN URBAN
19/09/2014,19:27:03,NORTH,PORT LOKO
19/09/2014,19:28:07,NORTH,TONKOLILI
19/09/2014,19:28:47,WEST,WESTERN URBAN
19/09/2014,19:28:50,WEST,WESTERN URBAN
19/09/2014,19:29:03,NORTH,PORT LOKO
19/09/2014,19:30:24,WEST,WESTERN URBAN
19/09/2014,19:31:35,NORTH,BOMBALI
19/09/2014,19:31:52,WEST,WESTERN URBAN
19/09/2014,19:32:07,WEST,WESTERN URBAN
19/09/2014,19:32:32,NORTH,TONKOLILI
19/09/2014,19:32:39,WEST,WESTERN URBAN
19/09/2014,19:35:50,WEST,WESTERN URBAN
19/09/2014,19:36:16,WEST,WESTERN RURAL
19/09/2014,19:37:16,WEST,WESTERN URBAN
19/09/2014,19:41:02,WEST,WESTERN URBAN
19/09/2014,19:44:09,WEST,WESTERN URBAN
19/09/2014,19:45:02,WEST,WESTERN URBAN
19/09/2014,19:47:41,SOUTH,BO
19/09/2014,19:48:30,EAST,KONO
19/09/2014,19:49:59,WEST,WESTERN URBAN
19/09/2014,19:51:39,NORTH,BOMBALI
19/09/2014,19:54:23,NORTH,TONKOLILI
19/09/2014,19:54:44,NORTH,PORT LOKO
19/09/2014,19:55:00,NORTH,PORT LOKO
19/09/2014,19:55:55,WEST,WESTERN URBAN
19/09/2014,19:56:06,WEST,WESTERN RURAL
19/09/2014,19:57:15,NORTH,PORT LOKO
19/09/2014,19:59:57,SOUTH,MOYAMBA
19/09/2014,20:00:09,NORTH,BOMBALI
19/09/2014,20:00:23,WEST,WESTERN RURAL
19/09/2014,20:01:09,WEST,WESTERN URBAN
19/09/2014,20:01:25,NORTH,BOMBALI
19/09/2014,20:01:26,NORTH,KAMBIA
19/09/2014,20:02:47,NORTH,BOMBALI
19/09/2014,20:06:49,NORTH,PORT LOKO
19/09/2014,20:06:52,WEST,WESTERN URBAN
19/09/2014,20:07:08,NORTH,BOMBALI
19/09/2014,20:17:34,NORTH,PORT LOKO
19/09/2014,20:23:05,NORTH,BOMBALI
19/09/2014,20:23:44,WEST,WESTERN URBAN
19/09/2014,20:24:41,WEST,WESTERN URBAN
19/09/2014,20:26:27,WEST,WESTERN RURAL
19/09/2014,20:28:46,NORTH,PORT LOKO
19/09/2014,20:30:19,WEST,WESTERN URBAN
19/09/2014,20:31:50,WEST,WESTERN URBAN
19/09/2014,20:33:20,WEST,WESTERN URBAN
19/09/2014,20:33:28,WEST,WESTERN URBAN
19/09/2014,20:34:38,SOUTH,BO
is the soap good for washing?,FOLLOW UP COMPLETE,,
19/09/2014,20:34:43,SOUTH,BO
19/09/2014,20:35:39,NORTH,PORT LOKO
19/09/2014,20:37:05,WEST,WESTERN URBAN
19/09/2014,20:37:52,WEST,WESTERN RURAL
19/09/2014,20:38:21,WEST,WESTERN URBAN
19/09/2014,20:38:29,SOUTH,BO
19/09/2014,20:38:59,WEST,WESTERN URBAN
19/09/2014,20:39:01,NORTH,PORT LOKO
19/09/2014,20:39:11,WEST,WESTERN URBAN
19/09/2014,20:39:12,WEST,WESTERN URBAN
19/09/2014,20:40:55,EAST,KENEMA
19/09/2014,20:41:25,WEST,WESTERN URBAN
19/09/2014,20:41:54,WEST,WESTERN RURAL
19/09/2014,20:42:12,NORTH,PORT LOKO
19/09/2014,20:42:24,SOUTH,PUJEHUN
19/09/2014,20:43:37,WEST,WESTERN URBAN
19/09/2014,20:43:46,WEST,WESTERN URBAN
19/09/2014,20:43:56,EAST,KENEMA
19/09/2014,20:44:05,SOUTH,BO
19/09/2014,20:44:20,NORTH,KAMBIA
19/09/2014,20:44:24,SOUTH,BO
19/09/2014,20:48:36,SOUTH,BO
19/09/2014,20:50:08,WEST,WESTERN URBAN
19/09/2014,20:50:23,SOUTH,BO
19/09/2014,20:51:10,NORTH,KAMBIA
19/09/2014,20:51:37,WEST,WESTERN URBAN
19/09/2014,20:53:27,EAST,KENEMA
19/09/2014,20:53:44,WEST,WESTERN URBAN
19/09/2014,20:54:07,NORTH,BOMBALI
19/09/2014,20:54:12,NORTH,PORT LOKO
19/09/2014,20:54:26,SOUTH,MOYAMBA
19/09/2014,20:55:52,WEST,WESTERN URBAN
19/09/2014,20:57:32,WEST,WESTERN RURAL
19/09/2014,20:59:19,WEST,WESTERN URBAN
19/09/2014,21:01:08,WEST,WESTERN URBAN
19/09/2014,21:01:25,SOUTH,BO
19/09/2014,21:03:15,NORTH,PORT LOKO
19/09/2014,21:03:38,WEST,WESTERN URBAN
19/09/2014,21:04:10,WEST,WESTERN URBAN
19/09/2014,21:05:21,NORTH,KAMBIA
19/09/2014,21:05:27,WEST,WESTERN URBAN
19/09/2014,21:06:23,WEST,WESTERN RURAL
19/09/2014,21:06:25,WEST,WESTERN URBAN
19/09/2014,21:06:38,WEST,WESTERN URBAN
19/09/2014,21:08:54,WEST,WESTERN URBAN
19/09/2014,21:10:03,WEST,WESTERN URBAN
19/09/2014,21:11:14,WEST,WESTERN URBAN
19/09/2014,21:11:21,WEST,WESTERN URBAN
19/09/2014,21:13:07,SOUTH,MOYAMBA
19/09/2014,21:14:19,NORTH,PORT LOKO
FRENQUANTLLY,FOLLOW UP COMPLETE,,
19/09/2014,21:14:42,WEST,WESTERN URBAN
19/09/2014,21:22:00,NORTH,TONKOLILI
19/09/2014,21:23:16,NORTH,KOINADUGU
19/09/2014,22:14:56,WEST,WESTERN URBAN
19/09/2014,22:15:37,NORTH,KAMBIA
19/09/2014,22:22:05,WEST,WESTERN URBAN
19/09/2014,22:23:33,NORTH,TONKOLILI
@ pepel,ACTION,,
19/09/2014,22:26:05,SOUTH,BO
19/09/2014,22:26:10,NORTH,PORT LOKO
19/09/2014,22:26:56,WEST,WESTERN URBAN
19/09/2014,22:27:59,NORTH,PORT LOKO
19/09/2014,22:35:07,NORTH,BOMBALI
19/09/2014,22:35:53,WEST,WESTERN URBAN
19/09/2014,23:13:56,WEST,WESTERN RURAL
19/09/2014,23:20:02,EAST,KONO
19/09/2014,23:26:29,SOUTH,MOYAMBA
19/09/2014,23:47:32,NORTH,KOINADUGU
20/09/2014,00:05:17,WEST,WESTERN URBAN
20/09/2014,00:05:48,WEST,WESTERN URBAN
20/09/2014,00:19:23,WEST,WESTERN RURAL
20/09/2014,00:32:15,NORTH,PORT LOKO
20/09/2014,00:53:37,EAST,KAILAHUN
20/09/2014,00:57:50,WEST,WESTERN RURAL
20/09/2014,01:22:51,WEST,WESTERN URBAN
20/09/2014,01:43:29,WEST,WESTERN URBAN
20/09/2014,02:16:32,WEST,WESTERN URBAN
20/09/2014,02:25:20,WEST,WESTERN URBAN
20/09/2014,02:28:46,EAST,KENEMA
20/09/2014,02:46:59,NORTH,BOMBALI
20/09/2014,03:30:20,SOUTH,MOYAMBA
20/09/2014,03:32:23,WEST,WESTERN URBAN
20/09/2014,03:35:03,WEST,WESTERN RURAL
20/09/2014,03:35:46,WEST,WESTERN RURAL
